anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
4327,tt1428538,"It branches out to form cages, which imprison missing children.","It branches out to form cages, which imprison missing children.","['It branches out to form cages.', 'It imprisons missing children.']"
4328,tt1428538,They cower in their cells as a monstrous troll passes by throwing food from a bucket into their prisons.,They cower in their cells as a monstrous troll passes by throwing food from a bucket into their prisons.,"['They cower in their cells.', 'A monstrous troll passes by.', 'The troll throws food from a bucket into their prisons.']"
4329,tt1428538,The troll throws the bucket aside.,He throws the bucket aside.,['He throws the bucket aside.']
4330,tt1428538,and stomps into a dining room.,and stomps into a dining room.,['He stomps into a dining room.']
4331,tt1428538,where the dark haired witch places two bowls in front of her cohorts.,where the dark haired witch places two bowls in front of her cohorts.,['The dark haired witch places two bowls in front of her cohorts.']
4332,tt1428538,who take them and drink eagerly.,who take them and drink eagerly.,"['who take them', 'and drink eagerly']"
4333,tt1428538,"One of the witches, who has short spiky hair, sets her bowl down.",She sets her bowl down.,['She sets her bowl down.']
4334,tt1428538,and raises her hands in wonder.,and raises her hands in wonder.,['She raises her hands in wonder.']
4335,tt1428538,The head witch grabs her hand and pushes it down into a nearby flame.,The head witch grabs her hand and pushes it down into a nearby flame.,"['The head witch grabs her hand.', 'She pushes it down into a nearby flame.']"
4336,tt1428538,The third witch grins.,He grins.,['He grins.']
4337,tt1428538,Muriel cradles her singed hand.,She cradles her singed hand.,['She cradles her singed hand.']
4338,tt1428538,The town is silent under the night sky.,The town is silent under the night sky.,"['The town is silent.', 'It is under the night sky.']"
4339,tt1428538,Nothing stirs and only a few flickering lamps release the darkness.,Nothing stirs and only a few flickering lamps release the darkness.,"['Nothing stirs.', 'Only a few flickering lamps release the darkness.']"
4340,tt1428538,"Gretel sleeps deeply, her hands folded beneath her head.","She sleeps deeply, her hands folded beneath her head.","['She sleeps deeply.', 'Her hands are folded beneath her head.']"
4341,tt1428538,Gretel dreams of her mother the night that the siblings were taken into the forest.,She dreams of her as the night that they were taken into the forest.,['She dreams of her as the night that they were taken into the forest.']
4342,tt1428538,and of the father leading them deeper into the woods.,and of him leading them deeper into the woods.,['He leads them deeper into the woods.']
4343,tt1428538,Gretel wakes up and looks down at her brother who is sleeping on the floor.,She wakes up and looks down at him who is sleeping on the floor.,"['She wakes up.', 'She looks down at him.', 'He is sleeping on the floor.']"
4344,tt1428538,Hansel rolls over dismissively.,He rolls over dismissively.,['He rolls over dismissively.']
4345,tt1428538,Gretel pauses a moment.,She pauses a moment.,['She pauses a moment.']
4346,tt1428538,then gets out of the bed and walks to the window in her nightdress.,then gets out of the bed and walks to the window in her nightdress.,"['She gets out of the bed.', 'She walks to the window.', 'She is in her nightdress.']"
4347,tt1428538,"Gretel looks out, her hand resting near the celestial map of the bloodmoon.","She looks out, her hand resting near the celestial map of the bloodmoon.","['She looks out.', 'Her hand rests near the celestial map of the bloodmoon.']"
4348,tt1428538,In the morning.,In the morning.,['In the morning.']
4349,tt1428538,Hansel is buying clothes at a local shop.,He is buying clothes at a local shop.,"['He is buying clothes.', 'He is at a local shop.']"
4350,tt1428538,Hansel rolls up the boy's garment as Mina approaches him from behind.,He rolls up the boy's garment as she approaches him from behind.,"[""He rolls up the boy's garment."", 'She approaches him from behind.']"
4351,tt1428538,Hansel walks away.,He walks away.,['He walks away.']
4352,tt1428538,Mina pauses.,She pauses.,['She pauses.']
4353,tt1428538,Hansel checks his wrist-timer.,He checks his wrist-timer.,['He checks his wrist-timer.']
4354,tt1428538,Hansel hands a pumpkin.,He hands a pumpkin.,['He hands a pumpkin.']
4355,tt1428538,and lowers himself carefully onto a stoop.,and lowers himself carefully onto a stoop.,"['He lowers himself carefully.', 'He lowers himself carefully onto a stoop.']"
4356,tt1428538,Hansel removes a syringe from his bag.,He removes a syringe from his bag.,['He removes a syringe from his bag.']
4357,tt1428538,Hansel injects himself.,He injects himself.,['He injects himself.']
4358,tt1428538,Hansel repacks his syringe.,He repacks his syringe.,['He repacks his syringe.']
4359,tt1428538,"and gets up, smiling a little awkwardly at Mina","and gets up, smiling a little awkwardly at her","['She gets up.', 'She smiles a little awkwardly at her.']"
4360,tt1428538,Mina watches Hansel leave.,He watches him leave.,"['He watches him.', 'He leaves.']"
4361,tt1428538,"In the forest, the spiky haired witch examines some frogs clambering in the moss on a tree.","In the forest, he examines some frogs clambering in the moss on a tree.","['He examines some frogs.', 'The frogs are clambering in the moss on a tree.']"
4362,tt1428538,The Horned Witch picks one up.,She picks one up.,['She picks one up.']
4363,tt1428538,The Horned Witch approaches the figure of a boy sitting on a fallen tree trunk.,The Horned Witch approaches him.,['The Horned Witch approaches him.']
4364,tt1428538,The pumpkin falls from under a wig.,The pumpkin falls from under a wig.,['The pumpkin falls from under a wig.']
4365,tt1428538,"The Horned Witch looks, confused, at a gramophone.","He looks, confused, at a gramophone.","['He looks, confused, at a gramophone.']"
4366,tt1428538,The Horned Witch picks up the record.,He picks up the record.,['He picks up the record.']
4367,tt1428538,Hansel and Gretel attack the witch.,They attack the witch.,['They attack the witch.']
4368,tt1428538,Jackson appears from the underbrush.,He appears from the underbrush.,['He appears from the underbrush.']
4369,tt1428538,Gretel advances cautiously.,She advances cautiously.,['She advances cautiously.']
4370,tt1428538,The witch suddenly moves.,She suddenly moves.,['She moves.']
4371,tt1428538,disarming Gretel,disarming her,['She disarms her.']
4372,tt1428538,and aiming her crossbow at Hansel,and aiming her crossbow at him,['She aims her crossbow at him.']
4373,tt1428538,"Hansel swiftly bends backwards, just missing the path of the bolt.","He swiftly bends backwards, just missing the path of the bolt.","['He swiftly bends backwards.', 'He just misses the path of the bolt.']"
4374,tt1428538,Gretel jumps on top of the hag.,She jumps on top of her.,['She jumps on top of her.']
4375,tt1428538,and tries to reach her wand.,and tries to reach her wand.,['She tries to reach her wand.']
4376,tt1428538,but gets thrown off onto Hansel,but gets thrown off onto him,['but gets thrown off onto him']
4377,tt1428538,"Jackson charges the witch, but The Horned Witch easily fells him.","He charges her, but she easily fells him.","['He charges her.', 'She easily fells him.']"
4378,tt1428538,and starts to make her escape.,and starts to make her escape.,['She starts to make her escape.']
4379,tt1428538,Hansel and Gretel both follow in hot pursuit.,They both follow in hot pursuit.,['They both follow in hot pursuit.']
4380,tt1428538,The Horned Witch grabs her broom and takes flight.,She grabs her broom and takes flight.,"['She grabs her broom.', 'She takes flight.']"
4381,tt1428538,Hansel charges ahead and knocks her off mid-air.,He charges ahead and knocks her off mid-air.,"['He charges ahead.', 'He knocks her off mid-air.']"
4382,tt1428538,using his gun like a baseball bat.,using his gun like a baseball bat.,['He uses his gun like a baseball bat.']
4383,tt1428538,Gretel runs up behind the witch and a battle ensues.,She runs up behind him and a battle ensues.,"['She runs up behind him.', 'A battle ensues.']"
4384,tt1428538,When Hansel tries to grab his fallen weapon.,When he tries to grab his fallen weapon.,['He tries to grab his fallen weapon.']
4385,tt1428538,the witch uses the prongs on the end of her broom to sweep it out of his reach.,He uses the prongs on the end of his broom to sweep it out of his reach.,['He uses the prongs on the end of his broom to sweep it out of his reach.']
4386,tt1428538,"The witch gains the upper hand, knocking down both Hansel and Gretel","The witch gains the upper hand, knocking down both him and her.","['The witch gains the upper hand.', 'She knocks down both him and her.']"
4387,tt1428538,The Horned Witch once again mounts her brom and soars through the forest.,She once again mounts her broom and soars through the forest.,"['She mounts her broom.', 'She soars through the forest.']"
4388,tt1428538,Hansel throws out a grappling hook and snags her broom.,He throws out a grappling hook and snags her broom.,"['He throws out a grappling hook.', 'He snags her broom.']"
4389,tt1428538,Hansel attaches her to his belt and is dragged across the ground behind the fleeing hag.,He attaches her to his belt and is dragged across the ground behind the fleeing hag.,"['He attaches her to his belt.', 'He is dragged across the ground behind the fleeing hag.']"
4390,tt1428538,Hansel anchors his feet against two trees.,He anchors his feet against two trees.,['He anchors his feet against two trees.']
4391,tt1428538,causing the broom to pull out from under the witch.,causing it to pull out from under her.,['It causes her to pull out from under her.']
