text_gt,text_gt_wo_char
The shopkeeper's arm holding the gun drops.,His arm holding the gun drops.
The woman shuts the door.,She shuts the door.
The Persian man stands motionless on the pavement.,He stands motionless on the pavement.
He's lost in thought.,He's lost in thought.
"She sits with her back straight, her hands resting primly in her lap.","She sits with her back straight, her hands resting primly in her lap."
Anna stands close and starts to snap some photographs.,She stands close and starts to snap some photographs.
Alice regards Anna steadily.,He regards her steadily.
"Crouched on the floor, taking a shot, Anna gets to her feet and tenderly slides the loose strand of hair back off Alice's forehead.","Crouched on the floor, taking a shot, he gets to his feet and tenderly slides the loose strand of hair back off her forehead."
Anna then looks contemplatively at her subject and lifts her camera to her eye.,She then looks contemplatively at her subject and lifts her camera to her eye.
Anna lowers her camera and meets Alice's gaze.,She lowers her camera and meets her gaze.
Alice looks away.,She looks away.
"Alice turns her gaze back on Anna, who looks down self-consciously.","He turns his gaze back on her, who looks down self-consciously."
Alice gets off the stool and swaggers over towards a window.,She gets off the stool and swaggers over towards a window.
"Alice stares out into bright sunlight, her back to Anna, who looks over at her, then stares down at the floor.","She stares out into bright sunlight, her back to her, who looks over at her, then stares down at the floor."
"Alice whips round, tears stain her cheeks as she looks bitterly at Anna.","She whips round, tears stain her cheeks as she looks bitterly at her."
"Anna, a little uneasy, steps towards the younger woman and swallowing hard, lifts her camera to her eye.","She steps towards her and swallowing hard, lifts her camera to her eye."
"Her eyes glistening, Alice stares down the lens.","Her eyes glistening, she stares down the lens."
"Alice's lips part a little, Anna lowers the camera.","Her lips part a little, she lowers the camera."
He hands the packet back.,He hands the packet back.
Alice returns it to her bag.,He returns it to her bag.
Larry looks round and sees Anna and Dan.,He looks round and sees her and him.
Dan swallows.,He swallows.
Anna looks over her shoulder.,She looks over her shoulder.
Anna looks back ahead.,She looks back ahead.
Dan frowns and glances round at Larry again.,He frowns and glances round at him again.
Dan tends to look at her.,He tends to look at her.
His lips parted.,His lips parted.
Alice smiles at Glint in her eye.,She smiles at him in her eye.
"They look steadily at each other motionless, only Alice's long dangly earrings swaying slightly.","They look steadily at each other motionless, only her long dangly earrings swaying slightly."
"Larry lifts a hand to her delicate neck, moving his thumb across her cheek towards her lipstick mouth.","He lifts a hand to her delicate neck, moving his thumb across her cheek towards her lipstick mouth."
He looks as though he might kiss her.,He looks as though he might kiss her.
"His eyes flit over her face, and he slowly removes his hand.","His eyes flit over her face, and he slowly removes his hand."
A smile spreads across his lips as he backs away.,A smile spreads across his lips as he backs away.
"They share a smile, then Alice turns away as Larry walks off.","They share a smile, then she turns away as he walks off."
"Her cheeks stained with tears, Alice struggles with her emotions.","Her cheeks stained with tears, she struggles with her emotions."
"She looks desperately over at Dan, who goes to her.","She looks desperately over at him, who goes to her."
She starts to kiss him hungrily on the mouth.,She starts to kiss him hungrily on the mouth.
"He responds, holding her to him as they continue to embrace.","He responds, holding her to him as they continue to embrace."
They pull apart and their foreheads touching.,They pull apart and their foreheads touching.
"She looks into his eyes, holding his face in her hands.","She looks into his eyes, holding his face in her hands."
"She caresses his cheek with her thumb staring into his eyes, their noses pressed together.","She caresses his cheek with her thumb staring into his eyes, their noses pressed together."
Dan releases her and reluctantly she lets her hands drop from his face.,He reluctantly lets her hands drop from his face.
He moves limply past her into the kitchen.,He moves limply past her into the kitchen.
Sighing he puts on the kettle and takes two cups down from a shelf.,Sighing he puts on the kettle and takes two cups down from a shelf.
"Opening the fridge to take out the milk, he looks back into the living room.","Opening the fridge to take out the milk, he looks back into the living room."
Alice is gone and the front door is wide open.,She is gone and the front door is wide open.
He puts down the milk and charges out of the small untidy flat.,He puts down the milk and charges out of the small untidy flat.
He races into the darkened street and looks searchingly up and down.,He races into the darkened street and looks searchingly up and down.
He considers and scans around.,He considers and scans around.
"Anna points hesitantly, then rests her head against her hand.","She points hesitantly, then rests her head against her hand."
He moves towards a leather sofa with fabric cushions.,He moves towards a leather sofa with fabric cushions.
She looked sharply at him.,She looked sharply at him.
He follows Anna upstairs.,He follows her upstairs.
She gets her coat.,She gets her coat.
Larry lights up a cigarette.,He lights up a cigarette.
Alice stands on the bonnet and bends over.,She stands on the bonnet and bends over.
"Sitting on the top of the bonk head, she virtually does the splits.","Sitting on the top of the bonk head, she virtually does the splits."
"Larry and shirts, leads, and waistcoat gets up.",He gets up.
He draws on his cigarette and bends down to study between her legs.,He draws on his cigarette and bends down to study between her legs.
Alice pulls her G string aside.,She pulls her G string aside.
His eyes are fixed on her crotch as he talks to her and puffs on his cigarette.,His eyes are fixed on her crotch as he talks to her and puffs on his cigarette.
Larry looks up and sees himself reflected in the lens.,He looks up and sees himself reflected in the lens.
She slinks around him.,She slinks around him.
She moves closer.,She moves closer.
Her smoldering eyes look into his and she smiles mockingly.,Her smoldering eyes look into his and she smiles mockingly.
He turns away and drinks from a champagne flute.,He turns away and drinks from a champagne flute.
She's kneeling on the mirror top table.,She's kneeling on the mirror top table.
Lara's sitting on the bonk head studying her face and breasts.,She's sitting on the bonk head studying her face and breasts.
"Obeying his command, Alice stands up on the table.",He stands up on the table.
"She removes her tasseled bra, letting it drop to the floor.","She removes her tasseled bra, letting it drop to the floor."
She then slowly slides down her G-string.,She then slowly slides down her G-string.
