text_gt,text_gt_wo_char
who races to a worker passing in a golf cart.,who races to him passing in a golf cart.
"Nat throws him out, then speeds off in the cart.","He throws him out, then speeds off in the cart."
Now at the press conference.,Now at the press conference.
"Mr. Popper bursts in, pretending to run in slow motion.","He bursts in, pretending to run in slow motion."
Nat arrives with the police.,He arrives with the police.
Popper sees Pippi trying to wrangle the approaching penguins.,He sees her trying to wrangle the approaching penguins.
Nat takes out a sardine.,He takes out a sardine.
"With a penguins between them, they each take a few steps back.","With a penguins between them, they each take a few steps back."
Mr. Popper gives a confident nod.,He gives a confident nod.
As Nat wiggles the sardine.,As he wiggles the sardine.
"The penguins glance at his rival, then return their gazes to the fish.","The penguins glance at his rival, then return their gazes to the fish."
"As they move toward the sardine, Captain glances uneasily at Mr. Popper","As they move toward the sardine, he glances uneasily at him."
Nat smiles.,He smiles.
Captain addresses the others.,He addresses the others.
The penguins rush back to the Poppers,They rush back to them.
Mrs. Gundy smiles.,She smiles.
and her staff claps.,and her staff claps.
Popper starts a round of applause.,He starts a round of applause.
Freddy brings Mrs. Gundy a cell phone and Mrs. Gundy speed-dials a call.,He brings her a cell phone and she speed-dials a call.
The cop shakes her hand.,He shakes her hand.
Quint grins.,He grins.
"With a smitten look, Pippi leaves with him.","With a smitten look, he leaves with her."
Mr. Popper glances at his bosses.,He glances at his bosses.
Gundy looks toward the corner table.,He looks toward the corner table.
Reader and Yates exchange a glance.,They exchange a glance.
Springtime.,Springtime.
The Poppers pass colorful flower beds as they approach the building.,They approach the building.
"Inside, the hostess takes four menus reading, ""Tavern on the Green. A Franklin Reader, Yates and Popper subsidiary,"".",0
and leads the guests into the dining area.,and leads them into the dining area.
"At a small table, Pippi and Quint  pause their conversation and gaze at  Mr. Popper as Mr. Popper passes.","At a small table, they pause their conversation and gaze at him as he passes."
Mr. Popper gives them a pleased look.,He gives them a pleased look.
Freddy gins as Freddy crosses his path with a pitcher of water.,He crosses his path with a pitcher of water.
"Pointing his finger like a gun, Mr. Popper smiles at a table where his business partners dine with Mrs. Gundy","Pointing his finger like a gun, he smiles at a table where his business partners dine with her."
The old woman beams at him.,The old woman beams at him.
"With a wistful look, Popper watches the hostess set the menus on four place settings at the corner table.","With a wistful look, he watches her set the menus on four place settings at the corner table."
"Popper gives a wide grin, then sits with his family.","He gives a wide grin, then sits with his family."
The kids fist-bump.,They fist-bump.
"Holding her gaze, Mr. Popper twitches a faint smile.","Holding her gaze, he twitches a faint smile."
A gust of snowflakes obscures our view.,A gust of snowflakes obscures our view.
then clears to reveal the family in goggles and winter coats with fur-lined hoods.,then clears to reveal them in goggles and winter coats with fur-lined hoods.
They walk a snowy arctic ridge.,They walk a snowy arctic ridge.
The six penguins and two babies walk in single file behind them.,They walk in single file behind them.
"Below the ridge, hundreds of penguins mill around a snow-packed shore.","Below the ridge, hundreds of them mill around a snow-packed shore."
As the family heads down to them.,As the family heads down to them.
their penguins drop to their bellies and slide past their feet.,their penguins drop to their bellies and slide past their feet.
Nimrod tumbles last.,He tumbles last.
Groups of penguins greet the new arrivals.,Groups of penguins greet them.
Three penguins collide then fall over.,Three penguins collide then fall over.
Janie sees Captain waddling off to the side.,She sees him waddling off to the side.
"The lone penguin flaps her flippers, then hangs her head.","The lone penguin flaps her flippers, then hangs her head."
Mr. Popper heads over to the reluctant penguin and crouches in front of her.,He heads over to the reluctant penguin and crouches in front of her.
Popper nudges her.,He nudges her.
She steps back to reveal an egg.,She steps back to reveal an egg.
Captain flaps her flippers.,She flaps her flippers.
Leaving their kids with Captain.,They leave their kids with him.
Popper wraps an arm around Amanda shoulders as they look out at the other penguins.,He wraps an arm around her shoulders as they look out at the other penguins.
Janie and Billy join their parents.,They join their parents.
Mr. Popper wraps his arm around his daughter.,He wraps his arm around her.
and Amanda pulls her son in close.,and she pulls her son in close.
Behind them a penguin runs over to Captain and nuzzles with her.,Behind them a penguin runs over to him and nuzzles with her.
They look down at her egg.,They look down at her egg.
As the four Poppers gaze down at the crowd of penguins.,As the four of them gaze down at the crowd of penguins.
our view lifts back over the snowy ridge and widens to show an ice burg in the rippling ocean beyond.,our view lifts back over the snowy ridge and widens to show an ice burg in the rippling ocean beyond.
The eldest listens intently.,He listens intently.
A blonde boy vomits.,He vomits.
"They pass a pristine white, estate house.","They pass a pristine white, estate house."
Blenkinsop takes a deep breath.,He takes a deep breath.
In a muddy yard a fallen sign reads - Deep Valley.,In a muddy yard a fallen sign reads - Deep Valley.
Fresh plops of manure splat between the cows.,Fresh plops of manure splat between the cows.
Dirty water gets launched from a barn doorway.,Dirty water gets launched from a barn doorway.
The farm girl emerges visibly mucking a stall.,She emerges visibly mucking a stall.
Her older brother totes buckets.,He totes buckets.
Flywheels and belts turn an axle.,Flywheels and belts turn an axle.
A horizontal assembly of pipes is shaped like a castle.,A horizontal assembly of pipes is shaped like a castle.
The needle on the meter drops down to one and the piglets stand.,The needle on the meter drops down to one and they stand.
"Now, the children's mother hurries down a narrow road, buttoning a cardigan beneath her inside-out overcoat.","Now, she hurries down a narrow road, buttoning a cardigan beneath her inside-out overcoat."
"On a nearby wall, a coal black jackdaw squawks at her.","On a nearby wall, a coal black jackdaw squawks at her."
It waddles alongside her a few paces then opens its beak.,It waddles alongside her a few paces then opens its beak.
The bird flies toward her.,He flies toward her.
Isabel enters a store.,She enters a store.
An old woman peeks from behind a counter.,An old woman peeks from behind a counter.
Isabel joins her behind the counter.,Isabel joins her behind the counter.
It's piled waist high.,It's piled waist high.
Mrs. Docherty appears stuck in a snowdrift of flour.,She appears stuck in a snowdrift of flour.
"Now, Phil passes a hedged in path.","Now, he passes a hedged in path."
Phil doubles back.,He doubles back.
A hand seizes him.,A hand seizes him.
"Phil faces two platinum blondes - one large, one small.","He faces two platinum blondes - one large, one small."
"Phil tries to climb over the wall, but fails.","He tries to climb over the wall, but fails."
"Now, a vast field of golden barley wavers gently in a breeze.","Now, a vast field of golden barley wavers gently in a breeze."
"Standing among the healthy crops, Norman plucks a grain from one of the wispy stalks.","Standing among the healthy crops, he plucks a grain from one of the wispy stalks."
"Norman bites a seed, examines it and casts a hopeful gaze toward the sunny sky.","He bites a seed, examines it and casts a hopeful gaze toward the sunny sky."
Norman strolls happily through the barley.,He strolls happily through the barley.
